,caseid,gender,race,c1rrscal,c1rrttsco,c1rmscal,c1rmtsco,c1rgscal,c1rgtsco,c1fmotor,c1gmotor,c2rrscal,c2rrtsco,c2rmscal,c2rmtsco,c2rgscal,c2rgtsco,c3rrscal,c3rrtsco,c3rmscal,c3rmtsco,c3rgscal,c3rgtsco,c4rrscal,c4rrtsco,c4rmscal,c4rmtsco,c4rgscal,c4rgtsco,p1learn,p1contro,p1social,t1learn,t1contro,t1interp,t1extern,t1intern,p1center,p1disabl,p1htotal,p1hfamil,p1firkdg,p1hrsprk,wkmomed,wkdaded,wklangst,wksesl,wksesq5,s2kpupri,p1count,lower.az1.,p1pencil,p1still,p1letter,p1verbal,p1expect,p1readbo,p1tellst,p1singso,p1helpar,p1chores,p1games,p1nature,p1build,p1sport,p1chlboo,p1chsesa,p2librar,p2safepl,p2garbag,p2drug,p2burglr,p2violen,p2vacant,p2bktog,ses_orig,rv
115,2145,2,1,23,52,14,44,21,49,3,6,36,55,30,54,29,53,41,54,31,50,32,52,57,52,41,49,35,51,3.33,3,3.67,3.17,3.25,2.8,1.6,1.5,2,2,6,1,1,0,5,8,2,55,5,1,1,2,2,1,1,1,4,3,2,4,4,4,3,3,2,3,80,2,2,3,3,3,3,3,3,5,1.01,0.43
116,2418,2,4,30,61,21,55,35,66,6,5,33,53,25,50,37,62,45,56,38,56,44,69,59,53,44,52,42,59,3.83,3.2,3.67,3.67,3.5,3.4,1,2,1,2,4,1,1,7,6,9,2,60,5,2,4,2,2,2,2,2,5,4,4,3,3,3,3,3,3,4,100,1,1,3,3,3,3,3,3,2,1.5,0.03
117,2166,2,3,29,59,34,68,29,59,7,8,40,58,44,67,32,56,54,61,49,65,36,58,68,58,52,58,38,55,3.67,3.8,3.67,3.17,2,2,3.2,2.5,1,2,3,2,1,15,5,8,2,55,5,2,1,1,1,1,1,1,5,4,4,4,3,4,4,3,2,3,100,1,1,1,3,3,3,3,3,7,1.02,0.15
118,1256,1,1,29,59,22,55,26,56,6,8,38,57,41,65,27,51,33,48,38,56,34,54,39,40,52,59,41,58,2.5,2,3,2.33,2.25,2,2.6,1.75,1,2,6,1,2,9,5,6,2,46,4,1,3,2,2,2,4,2,2,2,2,4,2,4,2,1,1,2,50,2,2,2,3,3,3,3,3,5,0.09,0.03
119,823,2,1,23,52,15,44,31,61,1,8,37,56,23,46,34,58,35,50,19,35,35,56,62,55,41,48,41,58,3.33,3,3.33,2.17,2.5,2.2,1,1.5,1,1,5,1,1,32,5,3,2,43,3,1,1,1,2,2,2,1,4,4,3,4,3,4,3,3,2,4,200,1,1,3,3,3,3,3,3,3,-0.17,0.74
120,1508,1,5,20,48,18,50,16,43,7,8,34,53,37,61,30,54,35,49,32,50,33,54,60,54,40,48,33,48,3.33,3,3.33,3.83,3.67,3.4,1,1,2,2,3,2,1,0,5,5,2,48,4,1,2,2,2,2,2,2,6,3,3,4,4,3,3,1,3,3,150,1,1,3,3,3,3,3,3,3,0.27,0.43
121,977,2,3,19,47,15,44,18,45,6,4,27,46,23,47,26,49,34,49,33,51,29,49,48,46,36,43,31,46,2.5,2.2,3.67,3.33,3.33,3.2,1,1,1,2,5,1,1,6,3,3,2,44,3,1,3,3,3,2,4,2,3,4,4,4,3,4,3,2,3,4,50,2,2,2,3,3,3,3,3,7,-0.07,0.56
122,344,1,1,37,66,24,58,26,56,8,8,37,56,29,53,38,63,40,54,40,58,35,56,53,50,54,60,38,54,3,3.2,4,2.67,2.33,2.8,2,1.5,1,2,4,1,2,20,3,2,2,40,2,1,2,2,3,2,2,2,2,3,3,4,3,4,4,3,3,4,100,1,2,3,2,3,2,3,3,1,-0.54,0.82
123,195,1,1,14,38,16,47,25,54,7,8,17,31,23,47,31,55,22,34,28,47,35,55,42,43,45,53,38,55,2.67,3,3.33,3.33,3.25,2.8,1.4,2.25,2,2,4,1,1,0,2,2,2,38,1,1,2,1,1,2,2,2,2,4,3,4,4,4,3,4,3,4,50,2,2,3,3,3,3,3,3,7,-0.74,0.94
124,1351,2,2,20,49,17,49,13,37,2,4,28,47,21,44,22,44,34,49,24,43,30,50,42,43,40,48,33,49,2.5,3.4,2.67,2.83,3.25,3.6,1.4,1,1,2,4,1,1,9,6,6,2,47,4,1,2,2,2,2,1,2,4,4,4,4,2,3,2,2,2,2,200,1,1,1,3,3,3,3,3,2,0.17,0.83
125,640,1,1,20,48,19,51,17,45,5,5,32,52,38,62,23,46,33,48,35,53,26,45,75,62,51,58,34,50,3.83,2.8,2.67,2,3.5,3,1,3,1,2,6,1,1,8,3,3,2,42,2,1,3,1,2,2,1,2,5,3,3,3,3,4,3,4,2,3,40,2,1,3,3,3,3,3,3,7,-0.32,0.4
126,1985,1,2,23,52,20,53,14,39,4,6,35,55,27,51,29,53,41,54,33,51,34,54,60,54,46,54,35,51,2.83,3,4,2,2.25,1.6,3.2,2,1,2,4,1,1,30,5,6,2,53,5,1,2,1,2,2,1,1,5,4,4,3,3,4,3,2,1,4,150,1,1,3,3,3,3,3,3,2,0.84,0.94
127,1336,1,1,16,42,13,41,38,70,4,7,26,45,29,53,37,62,34,49,25,44,40,63,48,47,40,47,42,60,2.67,3.2,3,2.17,2.25,2.4,2.2,1.25,1,2,3,2,1,80,3,4,2,47,4,1,3,1,2,2,3,2,5,3,3,2,3,3,2,2,2,2,30,1,1,3,3,3,3,3,3,2,0.24,0.32
128,1163,2,8,22,51,16,46,18,46,7,5,34,54,21,44,31,55,32,47,27,45,30,50,56,51,41,49,36,51,3.33,2.8,3.67,2.5,3,2.2,1.6,1.75,1,2,5,1,1,29,5,6,2,46,4,1,2,2,2,2,2,2,4,2,2,4,4,4,3,2,2,2,200,1,2,3,3,3,3,3,3,1,0.09,0.74
129,1626,1,1,28,58,20,52,28,57,7,7,44,61,34,58,31,55,62,66,41,59,40,63,74,62,49,56,39,55,3.33,3,3.67,3.5,3.75,3.2,1.8,1,1,2,4,1,1,5,6,6,2,49,4,2,2,1,2,1,2,2,4,4,2,4,3,4,3,3,2,4,150,1,1,3,3,3,2,3,3,2,0.38,0.77
130,226,1,1,33,63,26,60,30,60,6,8,38,57,30,54,34,58,37,51,32,51,38,59,64,56,56,63,41,59,3.5,3.6,4,3.17,3.25,3.4,1.4,1.25,1,2,5,1,1,8,3,3,2,39,2,1,2,1,1,2,1,1,4,4,2,3,3,4,2,4,2,3,60,1,1,3,3,3,3,3,3,7,-0.58,0.48
131,1592,2,4,27,57,21,54,15,42,5,7,38,57,35,58,23,46,38,52,37,56,25,44,59,53,50,57,30,45,3.67,3.8,3,3.83,3.67,3.6,1,1.25,1,2,4,1,1,30,6,3,1,49,4,1,2,2,2,2,2,2,4,4,4,3,3,4,4,2,3,3,35,1,2,3,3,3,3,3,3,7,0.35,1
132,902,1,1,13,36,14,43,20,48,6,6,26,44,23,47,26,49,34,49,30,49,30,50,41,42,43,51,38,54,3.33,3.2,3,2.83,3.75,3.2,1,1.25,2,2,7,1,1,0,5,3,2,44,3,1,4,1,3,1,3,1,4,4,4,4,4,4,4,3,4,4,60,2,1,3,3,3,3,3,3,7,-0.14,0.93
133,601,1,1,29,59,30,64,19,46,6,6,55,67,40,63,27,50,54,62,49,65,31,51,73,61,55,62,40,58,3.5,3,3,2.83,3.5,3.6,1.4,1.25,2,2,5,1,1,0,3,5,2,42,2,1,3,2,3,2,2,2,4,2,1,4,2,4,3,2,3,2,100,1,2,3,3,3,3,3,3,7,-0.35,0.01
134,730,2,1,19,47,19,52,12,35,6,4,29,48,20,43,23,45,32,47,32,51,31,52,52,49,37,45,31,45,2.5,2.8,2,2.5,3,2.25,1.2,1.33,2,1,5,1,1,28,3,5,2,43,3,1,3,1,2,2,2,2,4,2,2,4,4,3,3,1,2,4,100,1,1,3,3,3,3,3,3,2,-0.2,0.1
135,1367,1,1,17,43,21,54,30,60,4,6,32,52,31,55,29,53,33,48,32,50,30,50,68,58,45,53,41,59,4,3.8,4,3,2.5,3.4,1.6,1,1,1,3,2,1,35,5,3,2,47,4,1,2,1,3,3,2,1,6,3,3,4,2,3,3,2,2,2,50,2,2,3,3,3,3,3,3,2,0.19,0.06
136,1174,2,6,21,50,19,52,34,65,6,7,26,45,27,51,41,69,36,51,33,52,42,65,52,49,34,42,43,62,2.67,3,3.33,3.33,2.5,2.4,2,1.25,1,2,6,1,1,12,5,5,2,46,4,1,1,2,1,2,1,1,6,4,3,4,3,4,3,4,1,4,20,1,1,2,3,2,3,3,3,2,0.11,0.36
137,1165,1,1,16,43,21,55,29,59,7,8,29,48,26,50,33,57,42,55,44,61,36,57,62,55,50,57,41,58,2.67,2.8,3.67,3.33,2.75,3.8,1.6,1,1,2,4,1,1,50,4,5,2,46,4,2,2,1,3,2,3,2,4,4,4,3,2,3,3,2,3,4,50,1,1,3,3,3,3,3,3,7,0.08,0.29
138,2283,1,1,20,48,15,45,20,49,6,2,33,53,22,45,30,54,35,49,34,52,30,50,45,45,46,53,34,49,2.83,3,2.67,2,3,2.4,1.8,1.75,1,2,4,1,1,45,6,8,2,57,5,1,2,2,4,3,3,1,4,3,2,3,4,2,2,1,3,2,70,2,2,2,3,3,2,3,3,7,1.21,0.69
139,1147,1,1,35,65,30,63,29,59,6,6,59,69,36,60,27,51,70,70,43,60,31,51,76,64,56,63,33,48,2.83,3.2,3,3.67,3.5,3.6,1,1.25,1,1,5,1,1,13,3,3,2,45,3,1,4,3,3,2,4,2,5,3,3,3,3,4,3,2,2,2,50,1,1,2,3,3,3,3,3,7,0.02,0.33
140,1654,1,1,21,49,17,48,16,42,5,0,29,48,23,46,19,40,31,46,20,38,12,26,42,43,44,52,21,35,2.67,3,3.67,2.33,3,2.6,2.4,2,1,1,4,1,1,28,5,5,2,50,4,1,3,2,3,3,3,4,3,4,3,4,3,3,3,2,3,3,50,2,2,3,3,3,3,3,3,2,0.5,0.8
141,2278,1,1,29,60,26,60,40,72,8,6,45,61,44,67,41,68,29,44,26,44,36,57,66,57,60,70,44,64,3.67,3,4,3.83,3.25,3.8,1,1.25,1,2,4,1,1,0,8,8,2,57,5,1,3,1,1,1,1,1,5,4,3,3,4,3,4,3,4,3,200,2,1,2,3,2,3,3,3,5,1.21,0.66
142,668,1,6,21,50,24,58,10,32,5,6,32,51,24,48,18,39,32,46,27,46,23,42,59,53,38,45,26,40,2,3,2.33,2.17,2,2,3,2,1,2,3,2,1,20,3,3,2,42,3,1,2,2,3,2,2,2,4,4,2,3,2,3,2,3,2,4,30,1,1,3,3,2,3,3,3,4,-0.27,0.34
143,2307,1,1,37,67,30,64,37,69,8,8,38,57,38,62,44,72,42,55,39,57,43,68,65,56,49,56,45,65,3.17,3.2,3.67,3.17,3.25,3.25,1.6,1,1,2,4,1,1,40,6,6,2,57,5,1,2,1,1,2,2,1,4,2,2,4,1,2,2,2,1,2,60,2,1,3,3,3,3,3,3,7,1.2,0.67
144,763,1,1,19,47,16,47,23,52,6,6,26,45,23,47,29,53,32,47,37,55,21,40,58,52,42,49,36,52,2.5,2.8,2.67,2,2,2,3.6,2.75,1,1,4,5,1,40,3,5,2,43,3,2,2,1,2,3,2,3,4,4,2,3,3,2,4,2,2,3,30,2,1,2,3,3,3,3,3,2,-0.19,0.92
145,2131,1,1,25,55,21,55,32,63,5,8,31,51,22,45,38,64,44,56,35,53,39,61,45,45,45,53,35,50,3.5,3.2,4,3.17,3.5,3,1.4,1,2,2,5,1,1,45,8,6,2,55,5,1,3,2,3,2,3,2,4,3,2,2,4,2,4,4,2,2,50,1,2,3,2,3,3,3,3,7,0.99,0.58
146,408,1,1,30,60,25,59,38,70,6,8,33,53,31,55,32,56,40,53,43,60,43,67,52,49,51,58,44,63,3.83,3,3.67,3,3.25,2.8,1.2,1,1,2,4,1,1,6,3,2,2,40,2,1,3,1,2,1,3,1,3,4,2,2,2,4,4,4,2,4,200,2,2,3,3,3,3,3,3,1,-0.5,0.18
147,1141,2,2,24,54,19,51,12,36,7,8,29,48,23,47,20,42,40,53,34,53,22,41,50,48,37,44,23,37,3.67,2.4,2.67,3.83,3.75,3.2,1,1.75,1,2,4,1,1,30,5,5,2,45,3,1,2,2,2,1,2,2,6,3,3,4,3,4,4,1,3,3,30,1,1,3,3,3,3,3,3,3,0.01,0.39
148,1585,2,1,12,34,8,28,14,39,2,3,25,44,17,38,24,47,27,41,15,29,22,40,46,46,33,41,30,45,3,3.4,3.33,2.33,3.25,2.8,1,1,1,2,5,1,1,9,5,6,2,49,4,1,3,1,3,3,4,1,4,4,3,4,3,3,3,2,3,2,200,1,1,3,3,3,3,3,3,7,0.35,0.68
149,84,2,7,17,44,18,49,31,61,6,6,32,52,30,54,26,49,37,52,36,54,37,58,69,59,49,56,39,56,3,2.8,3.67,3.17,3.5,3.4,1.4,2.25,1,2,4,1,1,6,5,2,2,37,1,1,3,2,2,2,2,2,4,3,4,3,3,4,2,2,2,2,15,2,1,3,3,3,3,3,1,3,-0.78,0.18
150,1058,1,1,18,45,14,43,19,46,5,8,31,50,25,49,25,48,36,50,33,51,26,45,49,47,41,49,34,49,3,3.6,4,2.5,3.33,3,1.2,1.25,2,1,4,1,1,0,5,5,2,45,3,1,2,2,2,2,2,2,4,4,4,4,3,4,2,2,3,4,100,2,1,3,3,3,3,3,3,4,0,0.02
151,364,2,4,15,39,12,39,10,30,6,7,20,36,13,30,11,27,25,39,20,36,20,38,37,39,39,47,26,40,3.5,3.6,3.67,2.33,4,3.4,1,1.5,1,2,5,1,1,20,3,3,1,40,2,1,2,2,1,2,2,2,4,3,2,4,3,2,2,1,2,1,40,1,1,3,1,3,3,3,3,2,-0.54,0.26
152,1114,1,6,17,43,16,47,16,42,4,6,21,37,23,47,18,40,25,38,31,49,28,47,43,44,37,45,26,40,2.83,2.6,3.33,2.83,3,2.8,2.8,1.5,2,2,6,1,1,60,5,2,2,45,3,1,3,2,3,3,3,2,3,3,3,4,4,4,4,1,2,2,55,1,1,2,3,3,3,3,3,4,0,0.83
153,1501,1,1,24,54,34,67,25,54,8,2,40,58,42,65,34,59,49,59,46,63,32,53,74,62,57,64,43,62,2.33,2.8,2.67,2.17,2,2.2,2.8,1,1,2,3,2,1,42,5,3,2,48,4,2,2,2,2,2,3,2,4,3,3,2,2,2,2,2,2,2,75,1,2,3,3,3,3,3,3,2,0.27,0.85
154,2319,2,1,36,65,38,71,36,67,4,6,38,57,39,62,37,63,43,55,44,61,41,63,76,63,53,60,47,71,3.33,3.4,4,2.67,3,3.4,1.2,1,1,2,4,1,1,90,6,9,2,58,5,1,3,1,2,1,1,1,5,3,3,3,2,3,3,4,2,2,60,1,1,3,3,3,3,3,3,7,1.29,0.41
155,244,1,1,15,39,19,51,27,57,6,3,18,34,27,51,35,60,25,39,32,50,38,59,49,47,48,55,42,60,2.67,3.2,3.33,2.67,3,3.2,1,1.75,1,2,4,1,1,40,3,2,2,39,1,1,3,2,3,1,3,2,4,3,3,4,3,3,2,2,2,3,116,1,1,3,3,3,3,3,3,3,-0.64,0.75
156,552,2,1,25,55,22,56,28,58,6,4,38,57,33,57,31,55,39,53,38,56,30,50,76,63,51,58,36,51,3.33,3,3.67,3.4,3.75,3.4,1,1.75,2,2,4,1,1,0,5,3,2,42,3,2,3,1,1,1,2,1,2,4,2,4,3,3,3,2,3,3,50,1,1,2,3,3,3,3,3,7,-0.27,0.67
157,1344,2,1,23,52,21,54,32,63,8,8,29,49,27,52,36,61,37,51,35,53,34,55,52,49,44,52,38,54,3.5,2.4,4,3,3,3,1,1.75,1,2,4,1,1,46,6,5,2,47,4,1,3,2,1,3,2,2,5,2,2,4,1,4,1,2,1,2,40,2,2,3,3,3,3,3,3,7,0.16,0.15
158,1866,2,1,20,48,17,48,24,53,7,8,29,48,22,46,35,60,36,51,36,54,40,62,51,48,48,55,43,61,3.5,3,3.33,3.17,3.5,3.25,1,1,1,2,6,1,1,14,6,5,2,52,5,2,2,2,2,2,2,2,4,3,3,2,2,3,3,2,3,2,38,1,2,3,3,3,3,3,3,7,0.71,0.96
159,1161,1,1,25,55,27,61,18,45,6,6,30,50,34,58,25,48,34,49,43,60,29,49,56,52,53,60,39,55,2.5,3,2.67,2.83,2,2.4,1.2,1.25,2,2,4,1,2,35,7,6,1,46,4,1,1,2,2,3,2,2,4,4,4,2,2,1,2,2,2,2,40,1,2,3,3,3,3,3,3,7,0.14,0.02
160,2433,2,1,21,50,21,55,24,53,5,8,32,52,31,55,30,54,38,52,33,52,33,53,62,55,44,52,38,55,3.67,3.2,4,3.33,3.75,3.6,1,1.75,1,2,4,1,1,38,7,7,2,60,5,1,2,1,3,1,3,1,6,3,3,4,4,3,3,2,3,3,200,2,1,3,3,3,3,3,3,1,1.46,0.81
161,2340,2,5,42,70,33,66,18,46,8,8,51,64,48,70,28,52,58,63,53,68,30,49,77,64,57,65,37,53,3.33,3.2,3.67,3.5,3.5,3.4,1,1.25,1,2,4,1,1,30,6,8,2,58,5,1,2,2,3,1,1,2,4,4,4,4,4,4,3,2,2,3,200,1,1,3,3,3,3,3,3,2,1.3,0.46
162,1669,2,1,13,35,9,31,13,38,3,7,17,32,16,36,18,40,36,50,19,35,21,39,48,47,30,38,20,33,2.33,3,3,3.17,3,3.25,1.2,1.75,2,2,3,2,1,40,5,5,2,50,4,2,3,3,2,2,2,3,4,2,2,3,2,2,2,2,2,2,75,1,1,3,3,3,3,3,3,3,0.46,0.23
163,2094,1,3,19,47,18,50,23,52,5,8,37,56,23,47,26,49,43,55,31,50,29,48,57,52,41,49,42,60,2.33,1.6,3.33,1.83,2.25,3.2,2,2.5,2,2,10,1,1,56,5,3,2,54,5,1,2,2,2,2,2,2,6,4,1,3,2,3,2,1,2,3,60,2,1,3,3,3,3,3,3,2,0.89,0.17
164,1353,2,1,18,45,13,40,30,60,6,6,22,39,20,43,36,61,21,33,23,41,37,58,39,40,33,40,43,61,4,3.8,4,3.5,4,4,1,2.5,1,2,3,2,1,30,5,5,2,47,4,1,2,1,1,1,2,1,6,4,4,4,4,4,3,3,3,4,150,1,1,3,3,3,3,3,3,7,0.15,0.04
165,735,2,1,23,52,21,54,23,52,7,4,33,52,32,56,24,47,41,54,32,51,30,50,64,56,37,45,36,52,3.67,3.2,4,3,4,3.8,1.8,1.25,1,2,7,1,1,24,5,3,2,43,3,1,2,2,2,2,2,2,4,4,2,4,2,4,4,3,2,2,200,1,2,3,3,3,3,3,3,7,-0.16,0.93
166,2411,1,1,29,59,22,55,23,52,6,6,33,52,29,53,32,56,43,55,41,59,34,55,72,60,50,57,42,59,4,3.2,3.33,3.17,3,3,2,2,1,2,4,1,1,33,6,8,2,60,5,2,5,3,3,4,4,3,4,4,3,4,3,4,4,3,3,3,200,2,1,3,3,3,3,3,3,7,1.46,0.27
167,708,2,2,22,51,20,53,28,58,6,8,35,54,24,48,32,56,37,51,31,49,38,59,56,51,42,49,40,57,2,2.6,2.67,3.17,3,2.8,1.2,1,1,2,3,2,1,20,5,5,2,43,3,1,2,2,2,2,2,2,3,4,4,4,2,4,2,2,4,4,75,1,1,2,2,2,3,3,1,3,-0.17,0.39
168,2178,2,1,32,62,28,62,31,61,8,7,41,59,30,54,36,61,48,58,39,57,40,62,72,61,58,66,45,65,3,2.4,3,3.17,3.5,3,1,2.5,1,2,4,1,1,12,6,5,2,56,5,1,2,1,2,3,2,1,4,4,3,3,3,2,1,3,2,3,75,1,2,2,3,3,3,3,3,7,1.11,0.37
169,101,1,8,15,41,9,32,24,54,7,3,31,51,23,47,32,56,31,46,25,44,34,54,37,39,38,46,40,57,2.5,2.4,3.33,2.5,2.5,2.25,2.4,1.67,2,2,6,1,1,40,2,2,2,37,1,1,2,2,2,1,2,2,4,3,4,2,4,4,2,4,3,2,30,2,2,3,3,3,3,3,3,2,-0.82,0.19
170,1442,2,1,25,55,13,42,30,60,6,8,33,52,28,52,32,57,33,48,29,47,34,54,50,48,39,47,33,48,2.83,2.6,1.67,2.33,3,3,1.4,1.25,1,1,3,2,1,44,5,3,2,48,4,2,3,2,2,2,3,2,4,4,4,4,4,2,4,2,2,2,75,1,1,3,3,3,3,3,3,2,0.28,0.57
171,1640,1,1,23,52,19,51,25,54,1,8,28,47,24,48,32,56,36,51,24,43,33,54,45,45,37,45,38,55,2.5,2.6,2.33,3.17,3.5,3.2,1.4,1.25,1,2,5,1,1,7,5,3,2,49,4,2,1,2,1,1,1,2,3,4,2,3,3,4,4,3,2,2,40,1,1,2,3,3,3,3,3,7,0.4,0.83
172,2366,2,1,22,51,16,47,24,53,4,6,27,46,24,48,27,51,32,47,29,48,32,52,51,48,47,54,40,57,2.83,3,3,3.83,3.75,3.8,1.8,1.25,1,2,4,1,1,40,9,6,2,59,5,2,3,2,3,2,3,2,4,4,3,3,3,2,3,3,3,3,60,1,2,3,2,3,3,3,3,5,1.39,0.38
173,1208,1,1,23,52,19,51,25,54,7,8,52,65,32,56,37,62,61,65,35,53,37,58,74,62,45,52,41,58,3.67,2.6,4,2.83,3.25,2.8,1.6,1.25,2,2,4,1,1,0,3,5,2,46,3,1,3,2,2,2,2,2,3,4,4,4,4,3,2,2,2,4,150,2,1,3,3,3,2,3,3,7,0.05,0.46
174,1786,1,1,65,81,25,59,31,62,3,4,76,78,51,72,41,68,81,77,55,70,45,70,80,66,60,70,46,69,3.5,3.6,3.33,2.67,3.33,2.8,1.8,1.25,1,2,6,1,1,9,8,5,2,51,5,1,2,1,2,3,1,1,5,4,2,3,3,4,4,3,3,4,200,2,1,3,3,3,3,3,3,7,0.63,0.29
175,2464,2,2,48,73,40,72,29,58,8,8,53,65,49,70,36,61,67,68,53,69,40,62,81,67,58,65,46,69,3.33,2.6,2.33,3.17,3.25,3.8,1,1.25,1,2,5,1,1,0,8,8,2,62,5,1,3,1,3,3,3,2,6,3,3,3,3,3,3,2,4,2,20,2,1,3,3,3,3,3,3,7,1.68,0.67
176,2375,2,1,27,57,23,56,26,55,7,6,32,52,25,50,30,54,37,51,35,53,38,59,57,52,50,57,41,58,3.33,3.2,3.67,3.5,3,2.8,2,1.5,1,2,4,1,1,20,9,7,2,59,5,1,2,2,3,2,2,2,4,4,1,4,1,4,4,2,2,2,100,2,2,3,3,3,3,3,3,7,1.41,0.7
177,1838,1,3,16,42,22,55,33,63,8,7,19,35,30,54,27,50,29,43,30,49,35,56,41,42,35,43,38,54,2.5,1.8,4,4,4,4,1,1,2,1,6,1,2,0,5,6,2,51,4,1,1,1,1,1,1,1,6,3,3,4,3,1,4,2,4,3,80,1,2,3,3,3,3,3,3,6,0.59,0.18
178,1970,1,7,26,56,23,57,24,53,6,6,36,55,34,58,35,60,41,54,34,53,34,55,70,60,44,52,40,57,3.67,2.6,4,3.5,2.75,2.6,2,1.5,1,2,4,1,1,37,6,5,2,53,5,1,2,1,2,1,1,1,6,4,4,2,2,2,2,2,1,2,200,1,1,3,1,3,3,3,3,7,0.83,0.45
179,2255,1,1,36,66,39,72,31,61,7,8,36,56,42,65,33,58,38,52,47,64,42,66,76,63,59,68,41,59,3.17,2.6,3,3.17,4,4,1,1,1,2,4,1,1,40,8,6,2,57,5,1,3,2,3,5,3,3,4,4,1,4,2,4,4,2,2,2,150,1,1,3,3,3,2,3,3,7,1.21,0.09
180,1611,2,5,24,53,15,44,15,42,4,7,25,44,23,47,20,43,36,51,29,47,20,38,63,56,35,43,27,41,3.83,1.6,4,3.33,3,3.4,1.8,1.75,1,2,5,1,1,12,6,5,2,49,4,2,2,2,3,2,1,2,5,3,3,3,3,4,3,3,3,3,100,2,1,2,3,3,3,3,3,7,0.4,0.98
181,2176,2,5,42,70,30,63,33,63,8,1,64,71,45,68,36,61,71,70,47,64,41,64,78,65,51,57,44,63,3.5,3,3,3.83,3.5,3.4,1.2,1.5,2,1,4,1,1,0,8,6,2,55,5,1,3,2,2,2,2,1,6,4,4,4,4,4,3,2,2,4,30,2,1,3,3,3,3,3,3,7,1.04,0.59
182,1827,2,1,30,60,19,51,31,62,5,3,38,57,23,47,33,57,40,53,30,49,36,57,58,52,45,53,43,62,2.5,2.6,3,3.33,3.5,3.2,1.8,1.75,2,2,4,1,1,0,5,5,2,51,5,2,3,2,2,2,3,2,4,4,4,4,4,2,3,2,1,3,200,2,1,3,3,3,3,3,3,7,0.62,0.82
183,2441,2,1,33,63,27,61,26,56,7,8,58,68,43,66,36,61,71,70,44,61,33,54,80,66,57,64,43,61,3.67,3.4,4,4,3.25,3.4,1.2,1.25,1,1,4,1,1,35,9,6,2,61,5,1,1,2,1,2,2,1,4,3,2,4,2,2,3,1,2,2,200,1,1,3,3,3,3,3,3,7,1.63,0.66
184,599,1,1,14,39,19,51,25,54,6,8,36,55,36,60,30,54,37,51,34,52,32,52,49,47,44,52,34,49,3.83,3.8,4,2.67,3,2.6,1.4,2,2,2,4,1,2,0,5,2,2,42,2,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,40,1,1,3,3,3,3,3,3,7,-0.32,0.21
185,860,1,1,26,56,22,55,22,51,9,8,35,55,31,55,24,47,53,61,43,61,34,55,70,60,53,60,30,45,3.67,3.4,3.67,3,3.25,2.75,1.8,1,2,2,5,1,1,0,3,5,2,44,3,2,2,2,2,2,2,2,4,4,3,3,2,2,2,1,2,1,100,2,1,3,3,3,3,3,3,3,-0.08,0.59
186,21,1,7,19,47,18,49,12,35,5,8,35,54,24,49,21,43,31,46,23,41,20,38,56,52,44,52,28,43,3.17,2.4,3.67,2.83,2.5,2.8,2.2,1.33,1,1,6,1,1,20,2,3,2,34,1,1,2,2,2,2,3,2,2,4,2,2,3,3,3,2,4,2,40,1,2,3,3,3,3,3,3,7,-1.07,0.1
187,564,2,1,26,56,22,56,26,56,5,8,38,57,37,61,38,63,34,49,38,56,37,58,62,55,51,58,41,59,3.67,3.2,4,3.33,3.5,2.6,1,1.25,1,2,6,1,1,5,3,4,2,42,3,2,4,2,2,1,2,2,4,4,2,3,3,3,2,2,3,2,200,2,1,3,3,3,3,3,3,7,-0.29,0.9
188,254,1,1,15,40,18,50,20,48,4,2,24,42,18,40,23,46,33,48,24,43,27,47,51,49,39,46,35,50,2.5,2.8,2.33,2.5,2.5,2.4,1.8,1.5,1,2,4,1,1,12,3,3,2,39,2,1,3,2,2,2,3,3,3,3,1,3,1,3,2,1,1,3,200,1,2,3,2,3,3,3,3,2,-0.59,0.12
189,1460,1,1,40,68,23,57,28,57,7,8,50,64,36,60,35,60,60,65,37,55,40,62,68,58,49,56,41,58,3.17,2.8,3.33,3,2.5,2.2,1.6,1.5,1,1,3,2,2,7,5,6,2,48,4,1,2,1,2,1,2,2,5,4,4,4,3,3,3,2,3,2,200,2,1,3,3,3,3,3,3,3,0.34,0.08
190,489,1,1,23,52,18,50,26,55,4,6,34,54,26,51,25,48,37,51,34,53,32,52,57,52,44,52,35,51,2.83,3.2,3,2.33,2.5,2.6,1.8,1.25,1,2,6,1,1,30,3,3,2,41,2,1,2,1,2,1,2,2,4,4,2,2,3,3,3,2,2,3,35,2,1,3,3,3,3,3,3,4,-0.43,0.97
191,513,2,2,30,60,27,61,22,50,8,6,34,54,32,56,29,53,34,49,27,46,33,54,49,47,45,53,35,50,3.5,2.6,3.67,2.83,3.5,2.75,1,1,1,2,7,1,1,0,1,3,1,41,2,1,2,2,2,2,2,1,6,2,4,4,1,1,4,2,2,3,140,1,2,3,3,3,3,3,3,2,-0.39,0.75
192,40,1,2,16,42,10,34,19,46,5,8,21,38,19,41,16,36,26,39,24,42,19,36,28,29,31,38,25,40,3,3.2,4,3.67,2.5,2.8,1.4,1,2,2,5,1,1,0,3,3,2,35,1,1,2,3,2,2,3,2,3,2,2,2,1,4,3,2,4,4,40,1,1,2,3,2,3,3,3,3,-0.96,0.7
